room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island
1,30,3,0,0.0,1,27,False,True,False,False,False
1,32,1,62,2.91,1,0,False,False,False,True,False
2,245,5,13,0.61,1,50,False,False,True,False,False
1,90,2,41,1.91,3,0,False,False,True,False,False
1,30,1,67,3.07,2,72,False,False,True,False,False
2,135,6,10,0.48,1,160,False,False,True,False,False
2,200,1,15,0.72,1,29,False,False,True,False,False
2,120,4,6,0.37,1,0,False,True,False,False,False
1,119,1,14,0.64,2,78,False,True,False,False,False
2,196,2,47,2.26,1,6,False,False,True,False,False
1,55,1,41,1.9,6,340,False,False,False,True,False
2,88,2,9,0.42,2,54,False,False,False,True,False
1,78,1,11,0.5,2,0,False,False,True,False,False
1,50,5,5,0.29,1,0,False,False,True,False,False
2,215,2,28,1.28,1,6,False,False,True,False,False
2,300,2,24,3.29,1,294,False,True,False,False,False
2,250,1,18,0.85,2,0,False,True,False,False,False
2,125,7,0,0.0,1,0,False,False,False,True,False
2,180,2,13,0.73,3,303,False,True,False,False,False
1,60,1,70,3.55,1,283,True,False,False,False,False
2,100,1,3,0.14,1,0,False,False,False,True,False
2,75,1,2,0.09,1,0,False,True,False,False,False
2,135,2,89,4.14,2,139,False,True,False,False,False
1,50,2,57,2.68,3,18,False,True,False,False,False
1,50,1,6,0.31,5,94,False,False,False,True,False
2,130,4,4,0.39,2,145,False,False,False,True,False
1,70,4,8,0.37,1,6,False,True,False,False,False
1,45,1,17,0.82,5,325,False,False,False,True,False
1,250,2,3,0.2,1,94,False,False,True,False,False
1,155,1,62,2.87,4,307,False,False,True,False,False
2,100,1,85,8.95,1,125,False,True,False,False,False
1,76,2,79,4.56,1,349,False,True,False,False,False
2,240,5,57,2.83,1,179,False,True,False,False,False
1,80,4,0,0.0,1,0,False,True,False,False,False
1,35,1,1,0.05,1,0,False,True,False,False,False
1,50,4,1,0.05,1,0,False,True,False,False,False
1,90,3,1,0.05,1,0,False,True,False,False,False
1,65,2,32,1.51,1,70,False,True,False,False,False
1,100,2,0,0.0,1,99,False,False,True,False,False
1,92,3,56,4.65,1,14,False,False,True,False,False
1,58,1,118,5.48,1,21,False,True,False,False,False
2,250,2,34,1.61,1,0,False,False,True,False,False
2,116,7,1,0.05,1,0,False,True,False,False,False
2,120,2,5,0.23,1,0,False,True,False,False,False
1,70,3,2,0.09,1,0,False,False,True,False,False
1,100,1,3,1.58,1,2,False,True,False,False,False
1,76,2,43,2.02,1,8,False,False,False,True,False
2,150,1,103,4.79,1,7,False,False,True,False,False
2,100,5,2,0.66,1,0,False,True,False,False,False
1,75,4,2,0.1,1,0,False,True,False,False,False
2,125,3,0,0.0,2,0,False,False,True,False,False
1,42,2,6,0.27,1,62,True,False,False,False,False
0,299,1,0,0.0,1,83,False,False,True,False,False
1,30,3,5,0.23,2,361,True,False,False,False,False
1,70,2,5,0.25,2,46,False,True,False,False,False
1,110,3,2,0.09,1,0,False,False,True,False,False
1,65,6,1,0.05,1,0,False,True,False,False,False
1,30,1,0,0.0,1,174,False,True,False,False,False
2,120,2,1,0.05,1,0,False,True,False,False,False
1,33,1,7,0.35,3,139,False,False,False,True,False
1,38,2,4,0.19,1,175,False,False,False,True,False
2,200,3,23,1.18,2,357,False,False,False,True,False
2,225,5,30,1.4,1,0,False,False,True,False,False
1,90,2,8,0.38,1,87,False,False,False,True,False
1,100,2,1,0.05,1,0,False,False,False,True,False
1,99,2,35,1.62,2,129,False,False,True,False,False
1,55,1,76,3.56,9,229,False,False,False,True,False
1,55,1,54,2.54,9,265,False,False,False,True,False
1,58,1,62,2.87,9,279,False,False,False,True,False
2,165,3,10,0.46,1,158,False,True,False,False,False
2,106,1,2,0.11,3,0,False,True,False,False,False
1,60,1,92,4.26,6,362,False,False,False,True,False
2,99,2,28,1.36,1,69,False,True,False,False,False
2,180,3,3,0.14,1,0,False,False,True,False,False
2,160,7,3,0.15,1,0,False,False,True,False,False
1,86,1,158,7.33,5,170,False,False,True,False,False
1,155,1,4,0.19,2,0,False,True,False,False,False
2,185,2,50,2.34,1,14,False,True,False,False,False
1,210,1,4,0.22,1,0,False,False,True,False,False
2,113,1,1,0.05,1,0,False,False,True,False,False
2,160,3,2,0.1,1,0,False,True,False,False,False
1,65,6,9,0.42,2,333,False,False,True,False,False
1,90,3,2,0.09,1,0,False,False,True,False,False
1,65,3,3,0.14,1,0,False,False,True,False,False
1,55,3,66,3.05,1,251,False,False,True,False,False
2,94,2,24,1.15,1,12,False,True,False,False,False
1,49,2,127,6.05,1,64,False,False,False,True,False
1,80,1,9,0.42,1,0,False,False,True,False,False
2,139,2,64,3.11,1,358,False,True,False,False,False
1,70,1,0,0.0,1,0,False,False,True,False,False
1,45,1,1,0.05,2,0,False,False,False,True,False
1,75,3,2,0.09,1,0,False,False,True,False,False
1,100,2,1,0.05,1,0,False,False,True,False,False
2,100,2,115,5.38,1,225,False,True,False,False,False
2,139,2,2,0.1,1,0,False,False,True,False,False
2,40,2,37,1.81,1,35,True,False,False,False,False
1,100,1,34,1.65,2,189,False,False,False,True,False
1,100,2,2,0.1,1,0,False,True,False,False,False
2,150,2,53,2.49,1,160,False,True,False,False,False
2,273,1,46,2.19,1,166,False,False,True,False,False
2,225,3,79,3.88,1,151,False,False,True,False,False
2,100,3,0,0.0,1,0,False,True,False,False,False
2,135,2,18,0.84,1,0,False,True,False,False,False
2,125,2,91,4.61,2,62,False,True,False,False,False
1,150,2,0,0.0,1,0,False,False,True,False,False
2,70,3,39,1.83,1,4,False,False,True,False,False
2,150,4,1,0.05,1,6,False,False,True,False,False
1,45,1,222,10.39,1,164,False,False,False,True,False
1,50,1,50,2.34,2,341,False,False,False,True,False
1,100,3,1,0.05,1,0,False,True,False,False,False
1,90,1,58,2.68,2,10,False,False,True,False,False
1,45,3,9,0.43,2,0,False,True,False,False,False
2,175,2,54,3.56,1,135,False,True,False,False,False
1,60,1,66,3.24,3,120,False,True,False,False,False
1,60,4,36,1.67,4,0,False,True,False,False,False
1,45,7,0,0.0,1,0,False,True,False,False,False
1,145,1,43,2.01,1,197,False,False,True,False,False
2,115,2,100,4.76,1,130,True,False,False,False,False
1,50,2,23,1.08,5,0,False,True,False,False,False
1,45,3,67,3.16,10,349,False,False,False,True,False
2,180,4,41,2.22,1,120,False,False,False,True,False
2,125,3,40,1.85,1,0,False,True,False,False,False
2,180,5,27,1.25,1,0,False,False,True,False,False
1,70,1,19,0.94,4,84,False,False,False,True,False
2,126,3,15,0.7,1,2,False,False,True,False,False
2,190,4,14,0.71,1,0,False,False,True,False,False
1,50,3,86,3.97,4,346,False,True,False,False,False
1,50,3,18,1.04,2,0,False,True,False,False,False
1,95,1,55,2.56,2,10,False,False,True,False,False
1,100,1,0,0.0,1,0,False,True,False,False,False
2,115,2,1,0.09,3,0,False,True,False,False,False
2,85,2,33,1.62,1,179,False,False,False,True,False
2,195,5,0,0.0,1,0,False,False,True,False,False
1,79,1,0,0.0,2,179,False,True,False,False,False
1,89,1,3,0.14,2,269,False,True,False,False,False
1,28,3,27,1.32,2,214,True,False,False,False,False
1,55,3,1,0.05,1,0,False,True,False,False,False
2,100,1,42,1.97,1,220,False,False,False,True,False
1,125,3,60,2.79,1,0,False,True,False,False,False
2,150,2,1,0.05,1,0,False,True,False,False,False
2,150,3,0,0.0,1,0,False,True,False,False,False
1,115,2,0,0.0,1,0,False,True,False,False,False
1,100,1,35,1.82,2,318,False,False,True,False,False
1,45,4,0,0.0,1,0,False,True,False,False,False
2,150,2,18,0.86,2,364,False,False,False,True,False
2,199,2,27,1.34,1,335,False,False,True,False,False
1,75,1,11,0.52,1,0,False,True,False,False,False
2,180,3,14,0.69,1,175,False,True,False,False,False
1,43,2,43,1.99,10,365,False,False,False,True,False
1,85,1,28,1.35,2,0,False,True,False,False,False
1,115,1,160,7.43,1,15,False,False,True,False,False
2,105,3,8,0.38,1,188,False,True,False,False,False
1,70,3,1,0.05,1,0,False,True,False,False,False
2,148,1,24,1.15,1,77,False,False,False,True,False
1,110,2,29,1.47,2,0,False,False,True,False,False
1,43,4,19,1.64,2,1,False,False,False,True,False
2,170,3,44,2.23,1,0,False,False,True,False,False
1,90,2,3,0.15,1,0,False,False,True,False,False
2,175,4,2,0.11,1,0,False,False,False,True,False
1,60,1,72,3.34,1,16,False,True,False,False,False
1,35,3,1,0.05,1,0,False,True,False,False,False
2,148,2,92,4.33,2,4,False,True,False,False,False
1,115,3,17,0.83,2,0,False,False,True,False,False
1,85,2,30,1.43,10,344,False,False,True,False,False
2,120,4,7,0.33,1,0,False,False,True,False,False
1,300,2,9,0.47,1,0,True,False,False,False,False
2,200,2,6,0.32,1,23,False,True,False,False,False
1,100,3,5,0.24,1,0,False,False,True,False,False
1,80,1,5,0.24,2,0,False,True,False,False,False
2,120,2,98,4.64,1,193,False,True,False,False,False
2,239,7,70,3.76,1,185,False,False,True,False,False
1,71,2,112,5.22,1,129,False,False,True,False,False
2,120,2,7,0.36,2,0,False,False,True,False,False
1,145,2,0,0.0,1,0,False,False,True,False,False
1,95,1,4,0.19,1,0,False,True,False,False,False
1,100,2,1,0.05,1,0,False,False,False,True,False
1,65,2,21,0.98,3,89,False,False,False,True,False
1,60,10,0,0.0,1,89,False,True,False,False,False
2,100,2,1,0.28,1,1,False,False,True,False,False
2,126,3,4,0.19,1,3,False,False,True,False,False
1,25,3,38,1.82,2,119,True,False,False,False,False
1,114,1,133,6.23,2,67,False,False,True,False,False
2,185,3,35,1.66,1,0,False,False,True,False,False
2,165,3,22,1.03,1,0,False,False,True,False,False
1,60,2,1,0.05,1,0,False,True,False,False,False
2,225,1,74,3.66,1,3,False,False,True,False,False
2,150,1,1,0.05,1,0,False,False,True,False,False
1,55,7,1,0.05,2,353,False,False,False,True,False
1,125,1,39,1.83,1,0,False,False,True,False,False
1,59,8,7,0.33,1,109,False,True,False,False,False
1,95,2,13,0.61,2,0,False,False,False,True,False
1,75,3,19,0.9,1,78,False,True,False,False,False
1,75,3,1,0.05,1,0,False,True,False,False,False
1,130,1,14,0.69,1,0,False,True,False,False,False
2,128,4,12,0.6,1,0,False,False,True,False,False
2,130,2,94,4.41,1,116,False,False,True,False,False
2,120,4,5,0.26,1,0,False,False,True,False,False
1,69,5,0,0.0,1,0,False,True,False,False,False
1,47,1,0,0.0,1,0,False,False,True,False,False
2,181,2,10,0.47,1,0,False,False,True,False,False
1,48,2,39,1.83,4,179,False,True,False,False,False
1,50,2,0,0.0,1,0,False,False,True,False,False
1,60,2,24,1.14,3,76,False,False,False,True,False
1,58,3,20,0.97,3,88,False,False,False,True,False
1,99,1,77,3.64,1,101,False,False,True,False,False
2,150,3,87,4.59,3,200,False,False,False,True,False
2,225,1,18,0.87,1,0,False,True,False,False,False
1,40,1,7,0.33,3,364,False,True,False,False,False
2,130,2,47,2.23,1,165,False,True,False,False,False
1,35,1,92,4.3,3,318,False,False,False,True,False
1,150,1,44,2.07,2,305,False,False,True,False,False
1,62,2,28,1.34,1,0,False,True,False,False,False
2,120,2,17,0.92,1,8,False,True,False,False,False
1,55,5,6,0.29,1,0,False,True,False,False,False
2,250,1,0,0.0,1,0,False,True,False,False,False
1,45,3,2,0.09,1,0,False,True,False,False,False
1,120,3,22,1.03,1,357,False,True,False,False,False
1,55,5,2,0.11,1,0,False,True,False,False,False
2,140,2,2,0.11,1,0,False,False,True,False,False
1,100,1,2,0.11,1,0,False,True,False,False,False
1,80,3,23,1.1,1,28,False,False,True,False,False
2,70,7,2,0.11,1,0,False,True,False,False,False
2,189,3,77,3.66,1,17,False,True,False,False,False
1,200,2,12,0.64,7,35,False,False,False,True,False
1,45,1,6,0.28,3,333,False,True,False,False,False
1,65,1,2,0.19,2,365,False,True,False,False,False
1,59,5,5,0.24,1,0,False,True,False,False,False
1,43,1,9,0.42,2,301,False,False,False,True,False
2,160,10,0,0.0,1,42,False,True,False,False,False
1,95,1,22,1.12,2,0,False,False,False,True,False
2,165,2,0,0.0,1,0,False,True,False,False,False
1,135,1,50,2.35,1,32,False,False,True,False,False
2,225,3,12,0.61,1,72,False,True,False,False,False
2,200,3,0,0.0,1,0,False,True,False,False,False
2,129,3,2,0.1,2,0,False,False,True,False,False
2,133,2,101,4.93,1,87,False,True,False,False,False
1,44,2,3,0.14,2,0,False,True,False,False,False
2,142,10,22,1.04,1,0,False,False,True,False,False
1,55,3,100,4.69,1,11,False,False,True,False,False
2,185,9,6,0.42,1,15,False,False,False,True,False
1,110,4,5,0.24,2,0,False,False,False,True,False
2,115,2,5,0.23,2,0,False,True,False,False,False
1,180,1,1,0.05,1,0,False,True,False,False,False
1,80,4,2,0.09,1,0,False,False,True,False,False
2,125,2,11,0.53,2,0,False,True,False,False,False
2,86,4,3,0.15,1,0,False,False,False,True,False
1,75,1,55,2.7,1,35,False,True,False,False,False
2,165,2,11,0.53,1,2,False,False,True,False,False
1,55,1,37,2.58,1,75,False,False,False,True,False
1,50,1,7,0.38,4,155,False,False,False,True,False
1,35,1,1,0.05,1,0,False,False,False,True,False
1,90,7,28,1.34,1,157,False,False,False,True,False
1,149,2,19,0.89,1,274,False,False,True,False,False
2,175,2,67,3.31,2,101,False,False,True,False,False
2,90,4,4,0.26,1,0,False,False,False,True,False
1,78,2,31,1.46,3,0,False,True,False,False,False
1,50,1,0,0.0,1,0,False,False,True,False,False
2,250,6,1,0.05,1,0,False,True,False,False,False
2,95,2,5,0.24,1,0,False,False,True,False,False
1,85,1,1,0.05,1,0,False,False,True,False,False
1,100,1,58,2.74,1,37,False,True,False,False,False
2,160,4,12,0.59,1,0,False,False,True,False,False
1,68,1,37,1.84,1,0,False,True,False,False,False
1,85,3,34,1.6,2,195,False,False,True,False,False
2,290,3,6,0.33,1,0,False,True,False,False,False
1,48,3,2,0.11,1,0,False,False,False,True,False
0,60,1,0,0.0,1,0,False,False,True,False,False
1,75,1,34,1.62,1,35,False,True,False,False,False
2,250,4,1,0.05,1,0,False,False,True,False,False
1,50,5,8,0.39,1,188,False,False,True,False,False
1,90,1,0,0.0,1,0,False,True,False,False,False
1,155,1,58,2.72,4,304,False,False,True,False,False
2,220,5,7,0.33,1,0,False,False,True,False,False
2,250,2,22,1.04,1,89,False,False,True,False,False
2,325,3,0,0.0,1,0,False,True,False,False,False
1,35,2,1,0.05,1,0,False,True,False,False,False
1,45,2,24,1.22,7,57,False,False,False,True,False
1,78,2,3,1.55,1,73,False,True,False,False,False
1,110,4,23,1.11,1,93,False,False,True,False,False
1,37,10,1,0.05,1,0,False,True,False,False,False
1,60,3,10,0.47,1,0,False,False,True,False,False
2,125,4,1,0.05,1,0,False,False,True,False,False
1,95,1,0,0.0,1,177,False,False,False,True,False
2,115,2,2,0.1,1,0,False,True,False,False,False
2,250,1,0,0.0,1,0,False,False,True,False,False
1,179,2,6,0.3,1,0,False,True,False,False,False
2,99,2,63,3.71,1,18,False,False,True,False,False
1,65,3,3,0.16,1,364,False,True,False,False,False
1,125,4,0,0.0,1,0,False,False,True,False,False
2,125,5,48,2.3,1,2,False,False,True,False,False
2,295,2,7,0.33,1,365,False,False,True,False,False
2,200,2,3,0.16,2,0,False,False,True,False,False
1,200,3,9,0.43,1,0,False,False,True,False,False
1,60,2,1,0.05,1,0,False,True,False,False,False
1,100,1,130,6.25,2,45,False,False,True,False,False
2,250,4,70,3.51,3,174,False,True,False,False,False
1,125,2,21,1.49,1,128,False,False,False,True,False
1,38,2,15,0.73,1,0,False,True,False,False,False
2,220,2,57,3.8,1,77,False,True,False,False,False
2,150,2,2,0.1,2,0,False,True,False,False,False
1,58,1,48,2.27,2,0,False,True,False,False,False
1,160,2,30,1.55,1,162,False,False,True,False,False
2,130,2,7,0.39,3,0,False,True,False,False,False
2,200,4,1,0.05,1,0,False,False,True,False,False
1,35,3,7,0.38,2,357,True,False,False,False,False
1,45,1,84,3.97,10,347,False,False,True,False,False
2,235,2,76,3.64,2,121,False,True,False,False,False
1,150,1,138,6.51,1,197,False,False,True,False,False
1,40,2,23,1.25,1,8,False,True,False,False,False
2,85,2,1,0.05,1,0,False,False,False,True,False
2,253,3,1,0.05,1,0,False,False,True,False,False
2,275,3,1,0.05,1,0,False,False,True,False,False
1,110,2,2,0.1,1,0,False,False,True,False,False
1,80,1,0,0.0,1,0,False,False,False,True,False
2,170,2,51,2.44,1,33,False,False,True,False,False
2,135,5,36,1.78,1,325,False,False,False,True,False
2,120,5,20,1.04,1,341,False,False,True,False,False
2,195,3,4,0.22,1,0,False,True,False,False,False
2,115,2,29,1.41,1,71,False,False,False,False,True
1,70,2,10,0.48,2,0,False,True,False,False,False
2,200,3,25,1.8,1,0,False,False,True,False,False
2,150,1,2,0.11,2,0,False,True,False,False,False
1,125,5,38,1.8,1,54,False,False,True,False,False
2,75,3,9,0.45,1,0,False,False,False,True,False
2,95,1,89,4.43,1,0,False,True,False,False,False
1,140,2,76,3.73,4,148,False,False,True,False,False
1,135,2,84,4.03,4,103,False,False,True,False,False
1,231,2,12,0.65,4,165,False,False,True,False,False
1,95,1,1,0.59,1,89,False,True,False,False,False
2,84,2,115,5.92,2,6,False,True,False,False,False
2,89,3,27,1.28,2,143,False,False,False,True,False
1,55,1,40,2.15,3,146,False,True,False,False,False
2,155,2,22,1.04,1,7,False,False,True,False,False
1,77,2,36,1.81,1,5,True,False,False,False,False
1,52,2,68,3.25,1,9,False,True,False,False,False
2,95,5,3,0.15,1,0,False,False,True,False,False
2,250,4,4,0.3,1,43,False,False,True,False,False
0,45,1,2,0.09,1,0,False,True,False,False,False
1,75,1,60,3.25,2,182,False,False,True,False,False
2,100,3,3,0.14,1,0,False,True,False,False,False
2,100,1,94,4.73,1,154,False,False,False,True,False
2,130,1,10,0.52,2,46,False,True,False,False,False
1,250,3,1,0.09,1,365,False,False,True,False,False
2,250,1,9,0.75,1,0,False,False,True,False,False
2,300,2,1,0.05,1,0,False,False,True,False,False
2,100,7,26,1.57,1,2,False,False,True,False,False
2,200,2,0,0.0,1,0,False,False,True,False,False
2,120,2,54,2.59,1,90,False,True,False,False,False
1,55,1,28,1.32,1,359,False,False,False,True,False
1,160,3,10,0.52,4,236,False,False,True,False,False
1,85,1,16,0.77,1,0,False,True,False,False,False
2,85,2,3,0.15,2,151,False,True,False,False,False
1,40,2,29,1.4,4,314,False,False,False,True,False
2,150,1,6,3.75,1,44,False,True,False,False,False
2,230,2,2,0.1,1,0,False,False,True,False,False
1,40,2,9,0.43,1,71,False,True,False,False,False
2,130,3,43,2.06,1,7,False,False,True,False,False
1,50,1,15,0.71,4,0,False,False,False,True,False
1,43,1,76,3.63,2,119,False,False,False,True,False
1,40,2,1,0.12,1,363,False,False,False,True,False
2,255,4,42,3.09,1,285,False,False,False,True,False
1,105,3,1,0.05,2,0,False,False,True,False,False
1,130,2,20,1.08,1,64,False,True,False,False,False
1,35,1,65,3.2,3,52,False,False,False,True,False
1,120,10,31,1.68,2,17,False,False,True,False,False
1,68,1,14,1.23,3,13,False,False,False,True,False
1,55,2,1,0.05,1,0,False,False,True,False,False
1,49,2,16,0.76,1,0,False,True,False,False,False
1,55,2,135,6.62,1,30,False,True,False,False,False
2,298,3,24,1.17,1,265,False,True,False,False,False
1,50,2,0,0.0,2,0,False,True,False,False,False
1,40,1,2,0.09,1,0,False,False,False,True,False
1,150,2,32,1.58,1,76,False,False,True,False,False
2,298,4,72,3.44,2,187,False,False,False,True,False
2,175,4,0,0.0,2,0,False,False,True,False,False
1,60,7,0,0.0,2,49,False,True,False,False,False
2,250,7,1,0.06,1,0,False,False,True,False,False
1,43,4,1,0.06,1,312,False,True,False,False,False
2,265,4,16,0.77,1,144,False,True,False,False,False
1,60,7,10,0.48,1,126,False,True,False,False,False
1,180,6,0,0.0,1,83,False,False,False,True,False
2,235,5,5,0.25,1,0,False,True,False,False,False
1,52,2,3,0.15,1,89,False,True,False,False,False
2,250,3,4,0.21,1,3,False,False,True,False,False
2,130,3,2,0.1,1,0,False,False,False,True,False
1,150,1,146,7.19,2,60,False,False,True,False,False
1,50,2,49,2.37,4,108,False,False,False,True,False
2,160,2,1,0.14,1,191,False,True,False,False,False
2,300,1,1,0.26,2,347,False,True,False,False,False
1,70,4,23,1.2,1,80,False,False,True,False,False
1,130,2,0,0.0,2,0,False,False,False,True,False
1,120,2,0,0.0,2,0,False,False,False,True,False
2,200,1,107,5.17,1,200,False,False,True,False,False
1,80,2,1,0.05,2,0,False,True,False,False,False
1,80,3,1,0.05,4,364,False,True,False,False,False
2,65,1,76,3.64,1,65,False,False,False,True,False
1,60,10,2,0.1,1,0,False,True,False,False,False
1,100,2,55,3.06,2,25,False,False,True,False,False
0,68,1,5,0.24,2,0,False,False,True,False,False
2,120,1,49,2.4,1,276,False,True,False,False,False
1,80,3,88,5.42,1,137,False,False,True,False,False
1,100,2,1,0.05,1,0,False,False,True,False,False
1,80,3,1,0.05,4,364,False,True,False,False,False
2,185,3,19,1.03,1,363,False,True,False,False,False
2,200,2,45,2.16,2,268,False,True,False,False,False
2,300,2,31,1.57,1,99,False,False,True,False,False
1,50,1,90,4.31,2,178,False,False,False,True,False
1,50,1,77,3.66,1,145,False,False,False,True,False
1,85,1,77,3.68,2,0,False,False,True,False,False
2,130,4,42,2.01,1,91,False,True,False,False,False
2,150,4,2,0.1,2,0,False,False,True,False,False
1,90,4,3,0.17,1,0,False,False,True,False,False
1,121,3,51,2.42,3,0,False,False,True,False,False
1,29,3,9,0.43,2,322,True,False,False,False,False
0,40,4,22,1.04,5,90,False,False,False,True,False
1,79,5,0,0.0,1,0,False,False,True,False,False
2,115,1,21,1.0,1,0,False,False,False,True,False
2,250,1,1,0.05,1,0,False,False,True,False,False
2,149,3,37,1.9,1,146,True,False,False,False,False
1,50,2,10,0.5,1,0,False,True,False,False,False
2,85,1,1,0.08,2,99,False,True,False,False,False
1,180,2,0,0.0,1,0,False,False,True,False,False
2,100,3,1,0.05,1,0,False,True,False,False,False
2,200,3,32,1.52,1,36,False,True,False,False,False
2,200,2,38,1.89,2,101,False,False,True,False,False
1,119,1,0,0.0,1,0,False,True,False,False,False
2,70,1,64,3.18,2,113,False,False,False,True,False
1,55,1,72,3.52,2,171,False,False,False,True,False
2,250,2,25,1.39,1,204,False,False,False,True,False
1,75,4,1,0.05,1,0,False,False,True,False,False
1,40,3,3,3.0,1,66,False,False,False,True,False
1,50,4,4,0.2,1,0,False,False,True,False,False
0,37,1,6,0.33,6,361,False,False,False,True,False
1,90,2,5,0.24,3,310,False,True,False,False,False
2,150,3,54,2.6,1,59,False,True,False,False,False
2,140,2,11,0.55,1,214,False,True,False,False,False
0,48,2,21,1.02,5,90,False,False,False,True,False
2,80,3,1,0.05,1,0,False,False,False,True,False
1,125,3,7,0.38,3,63,False,False,True,False,False
2,188,3,6,0.44,1,364,False,False,True,False,False
1,130,7,1,0.06,2,34,False,False,False,True,False
1,75,2,0,0.0,1,88,False,True,False,False,False
1,130,1,43,2.04,1,145,False,False,True,False,False
1,90,2,40,1.92,1,9,False,False,True,False,False
1,160,3,77,3.77,1,88,False,False,True,False,False
1,85,1,0,0.0,1,317,False,False,True,False,False
2,125,4,1,0.05,1,0,False,True,False,False,False
1,30,5,0,0.0,1,0,False,False,False,True,False
2,200,2,2,0.1,1,0,False,True,False,False,False
1,200,1,8,0.41,1,365,False,False,False,True,False
1,90,1,87,4.29,1,108,False,True,False,False,False
2,148,4,10,0.52,1,0,False,False,True,False,False
2,99,4,79,3.97,2,137,False,True,False,False,False
2,148,1,72,3.63,3,272,False,True,False,False,False
1,89,10,0,0.0,1,0,False,False,True,False,False
2,120,1,161,7.72,1,287,False,False,False,True,False
1,36,1,8,0.43,3,0,False,True,False,False,False
1,100,1,73,3.47,3,165,False,False,False,True,False
1,60,3,0,0.0,2,89,False,True,False,False,False
1,200,5,23,1.18,3,42,False,True,False,False,False
1,80,1,0,0.0,1,88,True,False,False,False,False
1,90,4,3,0.15,3,0,False,True,False,False,False
1,80,2,36,1.76,7,122,False,False,False,True,False
1,83,2,16,0.77,2,42,False,False,False,True,False
2,71,2,14,0.67,1,0,False,True,False,False,False
2,140,4,3,0.14,1,0,False,False,True,False,False
2,180,2,1,0.05,1,0,False,True,False,False,False
2,120,5,0,0.0,1,0,False,True,False,False,False
1,65,2,24,1.18,2,53,False,True,False,False,False
2,69,4,7,0.37,1,5,False,True,False,False,False
2,170,2,17,0.84,1,6,False,False,True,False,False
1,70,4,8,0.44,1,0,False,True,False,False,False
1,150,4,5,0.24,3,0,False,True,False,False,False
2,67,3,93,4.46,1,134,False,False,False,True,False
2,96,1,259,12.99,1,307,False,False,False,True,False
1,57,3,75,3.73,1,242,False,False,True,False,False
1,29,4,5,0.25,2,360,True,False,False,False,False
2,120,2,26,1.82,1,22,False,True,False,False,False
1,100,2,24,1.14,3,358,False,True,False,False,False
2,190,5,59,2.86,5,24,False,True,False,False,False
2,200,3,45,2.29,1,3,False,True,False,False,False
1,70,2,32,1.53,3,358,False,True,False,False,False
1,49,2,25,1.32,2,184,True,False,False,False,False
1,70,2,58,2.8,3,60,False,True,False,False,False
1,70,2,7,0.36,2,49,False,True,False,False,False
2,237,3,45,2.18,1,89,False,False,True,False,False
1,129,1,66,3.32,2,84,False,True,False,False,False
1,72,3,1,0.05,1,0,False,False,True,False,False
1,90,1,0,0.0,1,0,False,False,True,False,False
2,130,6,4,0.22,1,5,False,True,False,False,False
2,160,2,0,0.0,1,171,False,True,False,False,False
2,58,1,87,4.18,1,0,False,False,False,False,True
2,115,3,38,1.81,1,0,False,False,True,False,False
2,300,3,0,0.0,3,294,False,False,True,False,False
0,49,1,76,3.64,2,0,False,False,True,False,False
1,35,3,8,0.61,1,38,False,False,False,True,False
1,85,3,2,0.15,1,0,False,True,False,False,False
1,91,1,32,1.59,3,181,False,False,True,False,False
1,80,1,108,5.18,2,0,False,True,False,False,False
2,200,3,41,1.97,3,181,False,False,True,False,False
1,80,1,98,4.75,2,0,False,True,False,False,False
2,175,5,10,0.49,1,0,False,True,False,False,False
0,45,5,16,0.77,5,88,False,False,False,True,False
1,96,4,4,0.19,1,0,False,False,True,False,False
2,180,4,31,1.47,1,339,False,True,False,False,False
2,100,5,5,0.27,1,0,False,True,False,False,False
2,129,1,79,3.88,1,144,False,True,False,False,False
1,60,1,66,3.29,1,19,False,False,False,True,False
2,135,2,0,0.0,1,0,False,False,True,False,False
1,95,1,132,6.45,1,27,False,False,True,False,False
1,125,3,0,0.0,1,0,False,False,False,True,False
1,48,1,49,2.4,4,255,False,False,False,True,False
2,250,3,1,0.05,1,180,False,False,False,True,False
1,300,1,1,0.05,1,0,False,False,True,False,False
1,44,2,3,0.14,1,0,False,True,False,False,False
1,75,1,27,1.32,2,0,False,True,False,False,False
2,125,3,70,3.38,1,99,False,True,False,False,False
2,300,3,0,0.0,1,0,False,False,True,False,False
2,250,2,4,0.19,1,364,False,False,False,True,False
1,44,2,96,4.66,3,7,False,True,False,False,False
1,174,1,111,5.37,5,244,False,False,True,False,False
2,199,3,1,0.05,1,17,False,False,True,False,False
1,128,1,1,0.05,1,144,False,True,False,False,False
1,30,3,86,4.32,2,0,False,False,True,False,False
2,150,2,3,0.15,1,0,False,True,False,False,False
1,65,1,133,8.87,1,7,False,False,False,True,False
1,50,3,1,0.05,1,0,False,False,True,False,False
2,175,2,68,3.34,1,89,True,False,False,False,False
1,86,6,5,0.25,4,0,False,False,True,False,False
1,325,2,5,0.26,1,0,False,False,True,False,False
2,95,2,58,2.96,1,0,False,False,True,False,False
1,50,4,3,0.14,3,0,False,False,True,False,False
2,250,7,7,0.37,1,0,False,False,True,False,False
